7aa6adf0-9ed8-4441-a748-3af5aed83230;marzec;15.04.2022;604,15;15,02;166,97;111,86;135,00;39,62
66b27bdc-bdd8-4125-a528-e3bb0c39852c;luty;15.03.2022;451,06;12,48;127,35;71,91;81,00;28,30
4e4a814b-07bd-41bc-a8b7-9f712f9fdb80;grudzień;16.01.2022;623,29;17,72;213,38;107,87;126,00;28,30
9ee175ef-02f3-4ef8-bfb8-c3026cfee26d;czerwiec;15.07.2022;417,14;13,53;0;99,12;99,00;39,62
6805d820-dc40-450f-be09-5701c3046bad;wrzesień;15.10.2022;474,74;15,40;49,24;115,64;117,00;39,62
2cacfb02-f729-4a3a-b08e-4c1871c6bfb6;styczeń;15.02.2020;338,01;14,80;170,37;11,52;9,00;28,30
b165b5dc-0ffd-4455-91c1-b4dc2e599020;luty;12.03.2020;373,06;13,58;143,76;38,40;45,00;28,30
7973cc68-4561-4202-a35c-2cada2abcf09;marzec;15.04.2020;403,78;14,01;133,01;61,44;63,00;28,30
c32c0402-883a-4d9c-bf9d-3ad87773a853;kwiecien;16.05.2020;329,56;13,43;88,86;49,92;45,00;28,30
